6.21, 94.04, -133.04374796
6.21, 94.14, -133.03367711
6.21, 94.24, -133.02351182
6.21, 94.34, -133.01256951
6.21, 94.44, -133.00100502
6.21, 94.54, -132.98868682
6.21, 94.64, -132.97577527
6.21, 94.74, -132.96208494
6.21, 94.84, -132.94796350
6.21, 94.94, -132.93412193
6.21, 95.04, -132.91993035
6.22, 90.00, -132.99381608
6.22, 90.10, -133.00807268
6.22, 90.20, -133.02137138
6.22, 90.30, -133.03386349
6.22, 90.40, -133.04554957
6.22, 90.51, -133.05619488
6.22, 90.61, -133.06555300
6.22, 90.71, -133.07392424
6.22, 90.81, -133.08153756
6.22, 90.91, -133.08835659
6.22, 91.01, -133.09431086
6.22, 91.11, -133.09976717
6.22, 91.21, -133.10422771
6.22, 91.31, -133.10794184
6.22, 91.41, -133.11176384
6.22, 91.51, -133.11583755
6.22, 91.61, -133.11907226
6.22, 91.72, -133.12145646
6.22, 91.82, -133.12314452
6.22, 91.92, -133.12447193
6.22, 92.02, -133.12501114
6.22, 92.12, -133.12473245
6.22, 92.22, -133.12371741
6.22, 92.32, -133.12262398
6.22, 92.42, -133.12145279
6.22, 92.52, -133.11951987
6.22, 92.62, -133.11676574
6.22, 92.72, -133.11312193
6.22, 92.82, -133.10866637
6.22, 92.92, -133.10315834
6.22, 93.02, -133.09746332
6.22, 93.12, -133.09137978
6.22, 93.23, -133.08503068
6.22, 93.33, -133.07914815
6.22, 93.43, -133.07278429
6.22, 93.53, -133.06566398
6.22, 93.63, -133.05779837
6.22, 93.73, -133.04925016
6.22, 93.83, -133.04003440
6.22, 93.93, -133.02998414
6.22, 94.03, -133.01948812
6.22, 94.13, -133.00860619
6.22, 94.23, -132.99702563
6.22, 94.33, -132.98476306
6.22, 94.43, -132.97191765
6.22, 94.53, -132.95831103
6.22, 94.63, -132.94412778
6.22, 94.73, -132.93020834
6.22, 94.83, -132.91575086
6.22, 94.93, -132.90136301
6.22, 95.03, -132.88671008
6.23, 90.00, -133.01677538
6.23, 90.10, -133.02927039
6.23, 90.20, -133.04094233
6.23, 90.30, -133.05180924
6.23, 90.40, -133.06115716
6.23, 90.50, -133.06957045
6.23, 90.61, -133.07705792
6.23, 90.71, -133.08387286
6.23, 90.81, -133.08985972
6.23, 90.91, -133.09497306
6.23, 91.01, -133.09923051
6.23, 91.11, -133.10282982
6.23, 91.21, -133.10614089
6.23, 91.31, -133.10980503
6.23, 91.41, -133.11263729
6.23, 91.51, -133.11475582
6.23, 91.61, -133.11643365
6.23, 91.71, -133.11773227
6.23, 91.81, -133.11827846
6.23, 91.91, -133.11805393
6.23, 92.01, -133.11743831
6.23, 92.12, -133.11643734
6.23, 92.22, -133.11516303
6.23, 92.32, -133.11328294
6.23, 92.42, -133.11056821
6.23, 92.52, -133.10699918
6.23, 92.62, -133.10260114
6.23, 92.72, -133.09718283
6.23, 92.82, -133.09153901
6.23, 92.92, -133.08581845
6.23, 93.02, -133.07987508
6.23, 93.12, -133.07380896
6.23, 93.22, -133.06733879
6.23, 93.32, -133.06031029
6.23, 93.42, -133.05250427
6.23, 93.52, -133.04399266
6.23, 93.62, -133.03473143
6.23, 93.72, -133.02468535
6.23, 93.82, -133.01398254
6.23, 93.92, -133.00317585
6.23, 94.02, -132.99159912
6.23, 94.12, -132.97934507
6.23, 94.22, -132.96645455
6.23, 94.32, -132.95283570
6.23, 94.42, -132.93860610
6.23, 94.52, -132.92477221
6.23, 94.62, -132.91032558
6.23, 94.72, -132.89551269
6.23, 94.82, -132.88087887
6.23, 94.92, -132.86559167
6.23, 95.02, -132.85048829
6.24, 90.00, -133.03484651
