4.034696916	3.799239913	5.859139652	0.389
0.139224416	7.698430413	5.859139652	0.389
3.799367703	0.131879683	5.859139652	0.389
7.702280203	4.031070183	5.859139652	0.389
5.86661308	0.133627537	7.692819032	0.389
1.97114058	4.032818037	7.692819032	0.389
0.135504518	1.967292055	7.692819032	0.389
4.038417018	5.866482555	7.692819032	0.389
3.80308782	1.967513035	7.92464921	0.389
7.70600032	5.866703535	7.92464921	0.389
5.870333095	3.801208746	7.92464921	0.389
1.974860595	7.700399246	7.92464921	0.389
0.139224666	3.8029566	9.75832859	0.389
4.042137166	7.7021471	9.75832859	0.389
7.702280453	0.135596371	9.75832859	0.389
3.806807953	4.034786871	9.75832859	0.389
1.97114083	0.137344225	11.59200797	0.389
5.87405333	4.036534725	11.59200797	0.389
4.038417268	1.971008743	11.59200797	0.389
0.142944768	5.870199243	11.59200797	0.389
7.70600057	1.971229722	11.82383815	0.389
3.81052807	5.870420222	11.82383815	0.389
1.974860845	3.804925434	11.82383815	0.389
5.877773345	7.704115934	11.82383815	0.389
4.042137416	3.806673288	13.65751753	0.389
0.146664916	7.705863788	13.65751753	0.389
3.806808203	0.139313058	13.65751753	0.389
7.709720703	4.038503558	13.65751753	0.389
5.87405358	0.141060912	15.49119691	0.389
1.97858108	4.040251412	15.49119691	0.389
0.142945018	1.97472543	15.49119691	0.389
4.045857518	5.87391593	15.49119691	0.389
3.81052832	1.97494641	15.72302708	0.389
7.71344082	5.87413691	15.72302708	0.389
5.877773595	3.808642121	15.72302708	0.389
1.982301095	7.707832621	15.72302708	0.389
0.146665166	3.810389975	17.55670646	0.389
4.049577666	7.709580475	17.55670646	0.389
7.709720953	0.143029746	17.55670646	0.389
3.814248453	4.042220246	17.55670646	0.389
1.97858133	0.1447776	19.39038584	0.389
5.88149383	4.0439681	19.39038584	0.389
4.045857768	1.978442118	19.39038584	0.389
0.150385268	5.877632618	19.39038584	0.389
7.71344107	1.978663097	19.62221602	0.389
3.81796857	5.877853597	19.62221602	0.389
1.982301345	3.812358809	19.62221602	0.389
5.885213845	7.711549309	19.62221602	0.389
4.049577916	3.814106663	21.4558954	0.389
0.154105416	7.713297163	21.4558954	0.389
3.814248703	0.146746433	21.4558954	0.389
7.717161203	4.045936933	21.4558954	0.389
5.88149408	0.148494287	23.28957478	0.389
1.98602158	4.047684787	23.28957478	0.389
0.150385518	1.982158805	23.28957478	0.389
4.053298018	5.881349305	23.28957478	0.389
3.81796882	1.982379785	23.52140496	0.389
7.72088132	5.881570285	23.52140496	0.389
5.885214095	3.816075496	23.52140496	0.389
1.989741595	7.715265996	23.52140496	0.389
0.154105666	3.81782335	25.35508434	0.389
4.057018166	7.71701385	25.35508434	0.389
7.717161453	0.150463121	25.35508434	0.389
3.821688953	4.049653621	25.35508434	0.389
1.98602183	0.152210975	27.18876372	0.389
5.88893433	4.051401475	27.18876372	0.389
4.053298268	1.985875493	27.18876372	0.389
0.157825768	5.885065993	27.18876372	0.389
7.72088157	1.986096472	27.4205939	0.389
3.82540907	5.885286972	27.4205939	0.389
1.989741845	3.819792184	27.4205939	0.389
5.892654345	7.718982684	27.4205939	0.389
4.057018416	3.821540038	29.25427328	0.389
0.161545916	7.720730538	29.25427328	0.389
3.821689203	0.154179808	29.25427328	0.389
7.724601703	4.053370308	29.25427328	0.389
5.88893458	0.155927662	31.08795266	0.389
1.99346208	4.055118162	31.08795266	0.389
0.157826018	1.98959218	31.08795266	0.389
4.060738518	5.88878268	31.08795266	0.389
3.82540932	1.98981316	31.31978283	0.389
7.72832182	5.88900366	31.31978283	0.389
5.892654595	3.823508871	31.31978283	0.389
1.997182095	7.722699371	31.31978283	0.389
0.161546166	3.825256725	33.15346221	0.389
4.064458666	7.724447225	33.15346221	0.389
7.724601953	0.157896496	33.15346221	0.389
3.829129453	4.057086996	33.15346221	0.389
1.99346233	0.15964435	34.98714159	0.389
5.89637483	4.05883485	34.98714159	0.389
4.060738768	1.993308868	34.98714159	0.389
0.165266268	5.892499368	34.98714159	0.389
7.72832207	1.993529847	35.21897177	0.389
3.83284957	5.892720347	35.21897177	0.389
1.997182345	3.827225559	35.21897177	0.389
