x,spin up,spin down
-4.464464464464465,0.0015054656942625044,0.03749073799765401
-4.424424424424425,0.00048184728091465496,0.08319775229469413
-4.384384384384385,0.00014234257290772481,0.17071115681652396
-4.344344344344345,3.881030543675394e-05,0.3241241932411855
-4.3043043043043046,9.766662033693968e-06,0.5700807169063626
-4.2642642642642645,2.2684651337245245e-06,0.9302590288860044
-4.2242242242242245,4.863007142646661e-07,1.4113572970002792
-4.1841841841841845,9.621982358426708e-08,1.9965903865458987
-4.1441441441441444,1.7571589751279176e-08,2.64375118871735
-4.104104104104104,2.961722767555332e-09,3.292767572554568
-4.064064064064064,4.60749213589039e-10,3.8808557416237077
-4.024024024024024,6.615636754325868e-11,4.358850651724211
-3.9839839839839826,8.767293589847475e-12,4.70154255193213
-3.9439439439439425,1.0723740562034708e-12,4.908552686661221
-3.9039039039039025,1.2106368726677886e-13,4.997411454710293
-3.8638638638638625,1.261445075667918e-14,4.993154193247896
-3.8238238238238225,1.213136428950254e-15,4.918009530462497
-3.7837837837837824,1.0768068080740522e-16,4.7831862071597815
-3.7437437437437424,8.821710288512094e-18,4.584831216127516
-3.7037037037037024,6.670442417959226e-19,4.3070211316138245
-3.6636636636636624,4.655253527428932e-20,3.9331118295480634
-3.6236236236236223,2.9986024131712102e-21,3.462109861649937
-3.5835835835835823,1.7827123963714508e-22,2.92235356625409
-3.5435435435435423,9.782064737753492e-24,2.3750624360728447
-3.5035035035035023,4.954121241960025e-25,1.9056314006154944
-3.4634634634634622,2.3157388358337075e-26,1.606551147222244
-3.423423423423422,9.99077957042767e-28,1.5577735408169315
-3.383383383383382,3.978286217343808e-29,1.8078932935592245
-3.343343343343342,1.4621082350882726e-30,2.356937484306653
-3.303303303303302,4.959636770790324e-32,3.1429806582192716
-3.263263263263262,1.5527697761865055e-33,4.039458794073314
-3.223223223223222,4.4869488329637035e-35,4.872218833796497
-3.183183183183182,1.1966909727813291e-36,5.459593453760526
-3.143143143143142,2.945776293332841e-38,5.666054519923396
-3.103103103103102,6.6927462682853505e-40,5.448485294161719
-3.063063063063062,1.4034463272779946e-41,4.873316811665673
-3.023023023023022,2.7162773114012036e-43,4.0952026580236165
-2.982982982982982,4.8522062593907384e-45,3.306177174012111
-2.942942942942942,8.00002329090268e-47,2.67675350121308
-2.902902902902902,1.2173910342801121e-48,2.3105686560061294
-2.862862862862862,1.709841274787416e-50,2.2246599649766576
-2.822822822822822,2.2165031052325863e-52,2.3562252898827785
-2.782782782782782,2.6519647160101935e-54,2.5895724954790706
-2.7427427427427418,2.9285590745737773e-56,2.794083690150485
-2.7027027027027017,2.9848814457829594e-58,2.8627794157386166
-2.6626626626626617,2.8079348935530507e-60,2.740633358158452
-2.6226226226226217,2.4380007287100174e-62,2.4340711856857014
-2.5825825825825817,1.9537431950990336e-64,1.9995230890797289
-2.5425425425425416,1.4450669739280725e-66,1.517353858569595
-2.5025025025025016,9.864959868326624e-69,1.0631400939285447
-2.4624624624624616,6.2156924843737216e-71,0.6876146896314888
-2.4224224224224216,3.6146859175754974e-73,0.41049983017739394
-2.3823823823823815,1.940164099611128e-75,0.22619264240318504
-2.3423423423423415,9.611545170160359e-78,0.11503639152775527
-2.3023023023023015,4.394756410413405e-80,0.05399837562334082
-2.2622622622622615,1.8546555149423178e-82,0.02339449836352003
-2.2222222222222214,7.224013554953979e-85,0.009354787682366817
-2.1821821821821814,2.597052320736474e-87,0.0034525589978597697
-2.1421421421421414,8.61726990670272e-90,0.0011760754478329367
-2.1021021021021014,2.6390373864019937e-92,0.0003697567659860836
-2.0620620620620613,7.459474601103168e-95,0.00010729609947710121
-2.0220220220220213,1.946066991184549e-97,2.8736812388061974e-05
-1.9819819819819813,4.685912588826913e-100,7.103626231932117e-06
-1.9419419419419413,1.0413996554524404e-102,1.6207217580913757e-06
-1.9019019019019012,2.1361292471669316e-105,3.4129008612325515e-07
-1.8618618618618612,4.044124088429703e-108,6.633240343597464e-08
-1.8218218218218212,7.066563557390528e-111,1.1899114510797605e-08
-1.7817817817817811,1.1396694740886561e-113,1.97010967797029e-09
-1.7417417417417411,1.696431829515367e-116,3.010599706007094e-10
-1.701701701701701,2.3306698538024264e-119,4.2462198410320226e-11
-1.661661661661661,2.955370908207673e-122,5.527627714842171e-12
-1.621621621621621,3.710668611673065e-125,6.64143529742653e-13
-1.581581581581581,2.2192283056481056e-123,7.364986519778059e-14
-1.541541541541541,1.8049478112019555e-120,7.53822014796772e-15
-1.501501501501501,1.3549444077140572e-117,7.121189236623679e-16
-1.461461461461461,9.387828658786607e-115,6.20902040263684e-17
-1.421421421421421,6.0033779002146665e-112,4.99666803501269e-18
-1.381381381381381,3.543341899786049e-109,3.711288852629314e-19
-1.3413413413413409,1.9302665614380414e-106,2.544227058939033e-20
-1.3013013013013008,9.705286602331184e-104,1.609807058226831e-21
-1.2612612612612608,4.503874623549288e-101,9.401099239954862e-23
-1.2212212212212208,1.929083692795679e-98,5.067226265384068e-24
-1.1811811811811808,7.626103536531594e-96,2.520860464029214e-25
-1.1411411411411407,2.7825384520812058e-93,1.1574817891296155e-26
-1.1011011011011007,9.370580629628922e-91,4.9053090751484685e-28
-1.0610610610610607,2.912585474037377e-88,1.9186927587864904e-29
-1.0210210210210207,8.355601255453919e-86,6.926779233423443e-31
-0.9809809809809806,2.2123996632545118e-83,2.308044117517672e-32
-0.9409409409409406,5.406750273342975e-81,7.098126184917383e-34
-0.9009009009009006,1.2195395467513744e-78,2.0147918027745424e-35
-0.8608608608608606,2.5388808222426617e-76,5.2784144223737636e-37
-0.8208208208208205,4.8783796139282176e-74,1.2763319601735256e-38
-0.7807807807807805,8.65158580080793e-72,2.8484634677537016e-40
-0.7407407407407405,1.416128607587235e-69,5.867384015463714e-42
-0.7007007007007005,2.139422323682844e-67,1.1154888222432629e-43
-0.6606606606606604,2.9831644847966957e-65,1.957369343988364e-45
-0.6206206206206204,3.8392352717118706e-63,3.1700578781626872e-47
-0.5805805805805804,4.560359747855895e-61,4.7385825505938966e-49
-0.5405405405405403,4.9996583789031005e-59,6.537573132307121e-51
-0.5005005005005003,5.059043424835052e-57,8.324756119499251e-53
-0.4604604604604603,4.724798959110804e-55,9.78392981320913e-55
-0.42042042042042027,4.0727252262345007e-53,1.061309343595658e-56
-0.38038038038038025,3.240214321560039e-51,1.0625698695906187e-58
-0.3403403403403402,2.3793000505870572e-49,9.818832600850725e-61
-0.3003003003003002,1.6125438764297297e-47,8.374310605107284e-63
-0.26026026026026017,1.0086969714610023e-45,6.592120295559115e-65
-0.22022022022022014,5.823669809439749e-44,4.7894763478038745e-67
-0.18018018018018012,3.103270405718087e-42,3.211720855299677e-69
-0.1401401401401401,1.5262628949345507e-40,1.987807847098492e-71
-0.10010010010010006,6.928287842061357e-39,1.1355280312694135e-73
-0.06006006006006004,2.902748095974632e-37,5.986984976430173e-76
-0.020020020020020013,1.1224826195457288e-35,2.9134349588685477e-78
0.020020020020020013,4.006238049484232e-34,1.3085470292669775e-80
0.06006006006006004,1.3197167461228046e-32,5.424506007615553e-83
0.10010010010010006,4.01246774004963e-31,2.07547689571885e-85
0.1401401401401401,1.1259762492947898e-29,7.329299381324495e-88
0.18018018018018012,2.916310462573552e-28,2.3888774468478297e-90
0.22022022022022014,6.971482346591748e-27,7.186412281252145e-93
0.26026026026026017,1.538166533389931e-25,1.995341509441067e-95
0.3003003003003002,3.132336664052018e-24,5.113393273465279e-98
0.3403403403403402,5.887356841655855e-23,1.20945023771138e-100
0.38038038038038025,1.0213136485665403e-21,2.6403023520047395e-103
0.42042042042042027,1.6352522734331283e-20,5.3199330999042e-106
0.4604604604604603,2.416558079337561e-19,9.893402540789704e-109
0.5005005005005003,3.2960710378380947e-18,1.922328708822799e-111
0.5405405405405403,4.1493755053999765e-17,1.3512547039286554e-109
0.5805805805805804,4.821206845992881e-16,7.516522632346867e-107
0.6206206206206204,5.170298774053261e-15,3.859154950492079e-104
0.6606606606606604,5.117553196811636e-14,1.8287498917544948e-101
0.7007007007007005,4.675154218127458e-13,7.998402595902091e-99
0.7407407407407405,3.9419977035271905e-12,3.2287844818005816e-96
0.7807807807807805,3.067775978135056e-11,1.202989132658566e-93
0.8208208208208205,2.2035239128888457e-10,4.136863593137336e-91
0.8608608608608606,1.460826852358188e-09,1.3130085305853135e-88
0.9009009009009006,8.938539603153792e-09,3.846367216756859e-86
0.9409409409409406,5.048022058709183e-08,1.0399699514890085e-83
0.9809809809809806,2.6312539752530943e-07,2.59524096509761e-81
1.0210210210210207,1.2658759373212352e-06,5.977525457734837e-79
1.0610610610610607,5.62090661161459e-06,1.2707263364588089e-76
1.1011011011011007,2.3036072938712285e-05,2.4932709534200904e-74
1.1411411411411407,8.713594992854676e-05,4.515166543356215e-72
1.1811811811811808,0.0003042097612147505,7.546836139721e-70
1.2212212212212208,0.0009802475607187842,1.1642410738698395e-67
1.2612612612612608,0.0029153133761940443,1.6577069692095866e-65
1.3013013013013008,0.00800242422070287,2.1785095075854883e-63
1.3413413413413409,0.020274247561762024,2.6423966248494175e-61
1.381381381381381,0.047408342327572614,2.958171865153284e-59
1.421421421421421,0.10231790635956514,3.056579165063663e-57
1.461461461461461,0.2038146370219518,2.9149743973480436e-55
1.501501501501501,0.37471919861137226,2.565787534143285e-53
1.541541541541541,0.635862728602837,2.0844596222814923e-51
1.581581581581581,0.9958814526060958,1.5629789641530264e-49
1.621621621621621,1.4395898269113387,1.0816820653017352e-47
1.661661661661661,1.9206876532790726,6.909282896725816e-46
1.701701701701701,2.3651657103884665,4.073363532198251e-44
1.7417417417417411,2.6881485963563443,2.2164616269092925e-42
1.7817817817817811,2.819888329019892,1.1131510818691746e-40
1.8218218218218212,2.730221186072698,5.1598236476216265e-39
1.8618618618618612,2.439791435370653,2.20750885512348e-37
1.9019019019019012,2.012354794041438,8.716796358353549e-36
1.9419419419419413,1.5321178364780317,3.1768608732202556e-34
1.9819819819819813,1.0772158584277396,1.0686274887314232e-32
2.0220220220220213,0.700870209327996,3.317732271403794e-31
2.0620620620620613,0.4261761066734098,9.506993188741569e-30
2.1021021021021014,0.25326088092427673,2.514385585698557e-28
2.1421421421421414,0.17303365357471887,6.1377249692273935e-27
2.1821821821821814,0.18120260014578443,1.3828332684404225e-25
2.2222222222222214,0.2879821198065444,2.8755376929979193e-24
